CustomerID,Recency,Frequency,Monetary,Recency_log,Frequency_log,Monetary_log,Cluster,Segment,PCA1,PCA2
17396,148,2,108.75,5.003946305945459,1.0986122886681098,4.698205051955281,2,Hibernating,-0.9708416329254179,0.0623300641660667
12967,357,2,452.2,5.8805329864007,1.0986122886681098,6.116333529153851,2,Hibernating,-0.6558999483905301,0.8104569635902934
12686,371,1,71.14,5.918893854273146,0.6931471805599453,4.278608675475393,2,Hibernating,-1.6106411472735138,0.23508930109865317
13370,371,1,604.75,5.918893854273146,0.6931471805599453,6.406467359696635,2,Hibernating,-0.833993232906377,0.8117501477353655
16883,186,2,208.78,5.231108616854587,1.0986122886681098,5.346059362533458,2,Hibernating,-0.7868996063273261,0.33218034185511924
13520,58,6,1582.45,4.07753744390572,1.9459101490553132,7.3673612898565555,3,Loyal Customers,0.7924724392108935,0.5960763748546006
12841,4,25,3308.77,1.6094379124341003,3.258096538021482,8.104633979551982,0,Champions,2.5225383528499434,0.07335225658780783
16905,4,7,2036.51,1.6094379124341003,2.0794415416798357,7.619483753078434,0,Champions,1.545709560003589,-0.32921200266984035
12427,21,3,425.62,3.091042453358316,1.3862943611198906,6.055893687263672,1,At Risk,0.16215457396586694,-0.29746915171848576
17967,371,1,84.42,5.918893854273146,0.6931471805599453,4.44758026541332,2,Hibernating,-1.548968145261814,0.28088148684562025
16891,1,5,615.9300000000001,0.6931471805599453,1.791759469228055,6.424755565281195,0,Champions,1.126285038344837,-1.0994402288376695
14680,24,15,3943.2,3.2188758248682006,2.772588722239781,8.28000142437597,0,Champions,1.8850214872808977,0.6771721656851425
17884,3,4,537.22,1.3862943611198906,1.6094379124341003,6.288267398509082,1,At Risk,0.7925059539394698,-0.8906880651099763
14083,3,8,820.1,1.3862943611198906,2.1972245773362196,6.710644904714743,0,Champions,1.3455009883852491,-0.6410329309773384
13013,0,13,4146.400000000001,0.0,2.6390573296152584,8.33023691086374,0,Champions,2.55693644277779,-0.6758440462715242
14210,105,6,1616.1200000000001,4.663439094112067,1.9459101490553132,7.388402068326353,3,Loyal Customers,0.6646951994229544,0.8449432162788972
16477,63,7,2450.7200000000003,4.1588830833596715,2.0794415416798357,7.804545098039721,3,Loyal Customers,1.023838849268341,0.7790277624743001
12779,37,8,2523.53,3.6375861597263857,2.1972245773362196,7.833810185769657,0,Champions,1.234960432232626,0.5976963787062374
16926,370,1,33.45,5.916202062607435,0.6931471805599453,3.539508997459668,2,Hibernating,-1.8797830813559808,0.033672253092947274
17787,152,4,1630.29,5.030437921392435,1.6094379124341003,7.397126391843164,3,Loyal Customers,0.3547248297606369,0.9222344837511075
12682,3,30,8429.54,1.3862943611198906,3.4339872044851463,9.039616105883844,0,Champions,3.034734481951825,0.2745809944204983
14723,9,6,990.64,2.302585092994046,1.9459101490553132,6.899360138193755,0,Champions,1.032014787035828,-0.2674065561666686
17954,4,11,2017.57,1.6094379124341003,2.4849066497880004,7.610144618908926,0,Champions,1.8174214019295152,-0.23848757892329453
17819,71,6,676.81,4.276666119016055,1.9459101490553132,6.518867012678753,3,Loyal Customers,0.4367428582275119,0.4487736488870426
12712,28,13,2586.98,3.367295829986474,2.6390573296152584,7.85863292761566,0,Champions,1.6063070848398608,0.5938656294299551
15373,7,10,1400.01,2.0794415416798357,2.3978952727983707,7.244948684070277,0,Champions,1.5164265127545689,-0.16240592735927076
16140,65,2,501.9,4.189654742026425,1.0986122886681098,6.220391343177919,3,Loyal Customers,-0.22699901621346125,0.136897985774595
17198,23,3,354.97,3.1780538303479458,1.3862943611198906,5.874846457638221,1,At Risk,0.07595757525023208,-0.31042187640393604
17238,2,17,3278.1,1.0986122886681098,2.8903717578961645,8.095324273482396,0,Champions,2.3877276337626925,-0.225752117473095
12793,334,2,395.48,5.814130531825066,1.0986122886681098,5.9826255984407775,2,Hibernating,-0.689350208352347,0.7466626393572515
14396,64,2,451.09,4.174387269895637,1.0986122886681098,6.11388127505571,3,Loyal Customers,-0.2623444173789669,0.10169679482382457
14898,22,6,881.02,3.1354942159291497,1.9459101490553132,6.782214731486662,3,Loyal Customers,0.7966942861752954,0.04652573924790708
12725,370,1,371.8,5.916202062607435,0.6931471805599453,5.921042082811436,2,Hibernating,-1.0105464551409704,0.6790801908831905
16725,301,6,578.48,5.71042701737487,1.9459101490553132,6.362131149673451,3,Loyal Customers,0.04805892255626079,1.0013461009425344
12395,18,12,1844.57,2.9444389791664403,2.5649493574615367,7.520543451850969,0,Champions,1.5303850965244379,0.30970029279504585
16455,63,7,1841.18,4.1588830833596715,2.0794415416798357,7.518704931910683,3,Loyal Customers,0.919509943165387,0.7015635805598534
13081,11,10,17925.53,2.4849066497880004,2.3978952727983707,9.794037017473771,0,Champions,2.3530781069042286,0.6966891033764383
15545,53,2,229.37,3.9889840465642745,1.0986122886681098,5.439686712010562,1,At Risk,-0.4655548310115546,-0.15796070346875798
17243,0,26,5730.54,0.0,3.295836866004329,8.653739534506547,0,Champions,3.120656881381032,-0.43711643437732794
15465,19,18,1854.59,2.995732273553991,2.9444389791664403,7.52595798377059,0,Champions,1.777998018920947,0.4197368514740086
16033,5,20,6909.12,1.791759469228055,3.044522437723423,8.84074228274696,0,Champions,2.604142557439892,0.29938852763217255
13838,5,4,510.67,1.791759469228055,1.6094379124341003,6.237679885989948,1,At Risk,0.6803009164254715,-0.7361188026535689
18055,6,10,5424.71,1.9459101490553132,2.3978952727983707,8.598904045421236,0,Champions,2.041478823189261,0.14910400652153946
15038,58,6,383.54,4.07753744390572,1.9459101490553132,5.952047814744191,3,Loyal Customers,0.2758966596383836,0.21251901135734272
18109,1,26,3443.77,0.6931471805599453,3.295836866004329,8.144612417793729,0,Champions,2.77457895030244,-0.2874181375045275
13069,0,24,3445.14,0.0,3.2188758248682006,8.145010043076326,0,Champions,2.88275508799996,-0.5926855270438167
16241,9,13,2287.15,2.302585092994046,2.6390573296152584,7.735498909791322,0,Champions,1.807519043718002,0.11861255133837015
14800,47,12,3555.27,3.871201010907891,2.5649493574615367,8.176467521760408,0,Champions,1.5555292794473554,0.8720899040961733
15708,40,7,2667.2200000000003,3.713572066704308,2.0794415416798357,7.889166862406592,3,Loyal Customers,1.1576781940153165,0.6171448546415423
