CustomerID,TotalRevenue
12409,1646.79
12684,1646.19
16875,1643.83
13297,1641.59
17463,1641.31
16426,1640.4
16407,1638.98
17451,1638.8
18180,1637.38
14439,1637.3
17092,1634.44
14462,1633.88
15351,1632.8600000000001
14232,1630.66
17787,1630.29
18242,1629.92
16003,1628.8700000000001
13755,1626.66
12625,1625.82
17337,1625.41
12836,1620.1200000000001
18219,1616.92
13695,1616.53
14210,1616.1200000000001
14837,1613.5
17744,1613.26
17422,1609.85
18122,1608.4
17861,1606.44
15140,1604.01
16170,1598.52
15260,1595.27
14030,1594.7
16919,1592.8
16007,1592.6200000000001
15932,1591.41
15113,1589.8
17634,1588.89
15950,1586.91
17284,1586.08
15874,1584.3500000000001
15129,1583.27
13520,1582.45
13650,1567.29
13510,1565.02
16102,1562.74
16618,1561.08
15220,1560.45
14038,1560.38
17722,1560.26
13421,1556.54
17218,1554.88
12615,1552.99
12726,1550.1
14440,1549.88
17400,1545.6200000000001
15021,1544.1200000000001
13924,1544.05
14515,1542.51
17663,1542.3600000000001
17612,1541.59
17591,1541.47
13851,1536.08
12423,1535.61
12868,1534.71
15179,1533.79
13320,1532.2
16983,1529.87
15002,1525.66
14595,1524.96
18178,1521.22
14498,1519.27
14418,1517.64
14245,1516.7
16748,1515.9
17230,1514.0
16115,1512.38
17705,1511.72
12502,1511.32
14472,1507.9
14235,1505.34
16942,1504.19
14930,1503.6100000000001
13014,1499.03
15214,1497.14
15370,1495.2
15245,1490.76
14665,1490.75
14621,1490.42
12607,1490.26
12483,1486.54
16790,1485.38
14653,1483.15
15527,1481.39
18231,1480.52
12610,1479.6399999999999
13850,1478.98
15834,1478.98
13875,1477.82
18235,1477.78
13313,1475.1200000000001
16244,1475.05
12377,1472.52
13593,1471.93
15024,1470.33
15660,1470.24
14730,1469.07
12758,1468.59
14461,1467.92
17629,1467.32
14970,1465.51
16153,1463.53
15827,1463.24
12826,1460.8
13562,1459.6100000000001
14387,1458.25
18239,1457.81
14719,1450.89
13157,1447.98
14178,1446.49
14524,1438.78
17159,1436.45
17188,1430.71
13982,1424.6
13590,1417.5
13012,1416.15
16791,1414.38
12877,1413.31
15157,1408.73
17082,1408.1
16456,1407.13
12645,1406.18
14466,1400.65
15373,1400.01
13184,1395.77
12843,1395.69
16279,1393.0
13134,1392.14
13941,1389.88
13309,1389.78
18044,1388.7
15485,1388.46
17673,1387.25
17293,1387.14
15172,1385.88
16813,1385.57
12633,1379.94
14441,1378.5900000000001
15392,1374.49
16539,1372.91
14541,1372.05
14443,1370.33
16466,1368.42
16515,1367.54
17085,1366.7
13186,1362.02
14808,1361.85
17768,1360.91
12678,1359.8
15681,1358.16
16684,1357.74
12635,1357.69
12865,1355.82
13577,1353.5
17738,1351.81
15782,1351.38
12398,1349.44
13764,1347.6200000000001
15241,1347.01
17090,1346.74
18188,1344.72
14700,1344.33
17655,1342.44
15111,1339.68
16996,1335.2800000000002
14673,1334.64
13814,1334.22
15826,1331.97
14748,1330.09
13849,1325.55
16656,1325.28
16029,1324.35
16283,1320.41
12669,1319.92
16326,1310.02
13995,1308.99
14918,1308.89
17086,1307.9
15128,1307.74
15810,1307.23
15251,1307.12
16369,1306.96
16059,1303.51
16992,1302.16
12371,1300.46
15134,1299.55
15791,1297.17
17870,1296.07
16463,1295.48
17162,1293.26
14246,1293.0
17676,1291.6000000000001
12674,1289.54
14704,1288.44
15122,1286.28
14740,1283.86
15398,1283.63
18161,1281.32
14336,1281.1100000000001
12759,1279.09
18177,1278.47
12523,1277.91
13983,1277.8
12989,1277.23
15067,1277.2
17063,1276.7
14459,1274.16
16889,1273.84
13450,1272.48
16775,1271.1100000000001
16395,1270.64
14741,1270.34
17147,1270.07
12947,1269.59
15332,1266.86
14312,1265.06
17997,1264.1
16719,1263.97
16817,1262.71
16101,1261.7
16496,1259.63
18167,1259.46
14878,1259.39
14587,1258.33
14567,1257.96
14226,1256.49
14921,1255.23
15427,1254.35
15444,1253.81
14217,1253.13
15237,1252.38
15980,1250.0
13477,1249.8899999999999
14834,1249.42
16571,1249.37
15906,1247.79
14934,1246.59
16016,1246.56
17633,1243.34
12381,1242.96
14005,1242.9
14776,1239.54
17596,1236.59
15106,1235.45
15136,1234.5
18179,1233.24
12937,1233.1200000000001
13265,1232.52
16110,1232.15
16332,1231.9
17372,1227.3
12853,1227.2
12576,1225.31
17648,1224.6000000000001
16271,1221.8500000000001
17554,1220.91
17083,1219.0
16245,1217.76
15493,1216.8600000000001
16173,1216.6200000000001
13159,1215.79
13659,1215.27
12585,1212.95
12383,1211.84
16929,1211.81
12762,1211.3
13149,1210.68
15620,1207.95
14506,1206.85
13627,1203.83
13725,1203.52
12455,1201.8600000000001
17590,1198.94
13213,1197.28
15426,1196.07
12393,1193.5
13158,1193.5
16434,1192.4
14859,1190.54
17932,1188.92
16218,1186.38
15051,1186.13
17095,1184.91
17037,1182.32
12704,1180.98
15549,1180.26
13456,1180.1200000000001
15671,1179.81
17412,1178.74
14321,1178.4
13082,1177.36
17656,1177.25
15858,1175.8
15701,1175.66
14544,1175.57
14511,1173.41
17404,1172.14
13824,1171.86
17490,1169.33
17406,1169.17
15240,1168.8
14916,1165.71
15146,1164.52
12901,1162.35
15625,1161.42
15453,1160.12
15009,1159.28
12919,1159.21
14937,1158.68
16755,1156.54
17813,1156.17
13162,1156.15
12463,1155.38
14738,1154.7
15910,1154.23
15680,1153.39
17519,1151.1000000000001
14447,1147.33
15117,1146.73
17802,1145.07
17043,1144.98
14684,1141.96
17073,1141.77
16979,1137.33
16910,1136.41
13647,1134.52
16045,1133.4
16726,1132.15
14543,1131.39
12352,1130.94
13634,1130.31
13183,1126.63
13118,1125.96
16348,1125.71
16638,1125.55
16951,1125.06
16503,1124.28
12528,1121.63
15563,1120.83
15983,1119.91
17671,1119.59
13397,1118.81
15201,1116.54
15785,1115.67
13475,1115.66
13808,1115.66
17019,1115.28
12412,1115.04
16794,1114.82
16762,1110.3400000000001
15596,1109.14
12906,1108.02
16098,1107.51
13860,1106.93
12364,1106.28
12405,1104.8700000000001
13055,1104.06
16249,1103.39
14297,1102.85
16669,1101.78
17750,1101.16
12876,1100.82
12584,1100.6000000000001
12620,1100.1399999999999
14209,1098.55
13168,1097.29
16042,1095.27
16902,1094.69
17597,1093.74
15116,1092.68
13308,1092.43
13107,1092.0
17481,1091.96
17204,1091.3600000000001
16172,1091.31
14116,1091.04
14105,1089.14
17193,1088.8600000000001
12913,1088.45
13717,1088.32
16464,1087.25
12356,1086.56
16066,1085.74
14745,1085.5
12407,1085.01
14216,1082.66
15532,1081.49
15376,1081.01
17837,1080.68
18116,1080.55
14978,1079.27
17562,1078.82
14404,1078.73
16225,1077.8700000000001
14129,1077.06
15265,1076.52
15916,1076.44
16053,1075.45
12526,1074.46
17873,1073.26
14759,1073.07
16224,1072.85
14669,1069.77
13802,1068.52
15530,1067.92
17101,1067.18
16676,1062.78
13614,1060.3600000000001
14794,1060.06
12886,1059.3600000000001
18202,1058.99
12952,1058.26
15059,1057.8700000000001
13425,1057.45
12854,1056.4
16317,1055.63
18061,1053.39
14163,1051.6100000000001
12530,1051.42
16531,1050.32
13813,1050.26
14698,1049.07
13208,1045.07
14893,1044.63
17302,1044.48
15073,1043.41
16653,1043.31
14276,1042.49
18263,1042.4
14482,1041.28
16341,1040.37
14901,1040.31
15494,1040.08
13324,1036.95
16612,1036.76
15933,1035.05
16744,1034.02
12985,1033.52
14414,1033.42
13635,1031.43
12676,1031.39
16954,1026.71
13447,1026.69
14419,1025.94
18125,1024.07
14364,1022.95
12909,1022.43
15839,1022.21
15411,1022.2
13878,1021.98
16833,1021.53
12689,1020.21
16040,1018.86
13772,1017.9300000000001
14608,1017.1500000000001
17702,1016.99
17571,1016.56
13715,1016.25
13310,1015.73
12783,1011.3000000000001
13500,1010.8
17505,1006.94
13652,1003.64
16493,1002.6
16688,1000.88
13305,1000.21
13486,999.55
12349,999.15
15801,997.85
12882,995.4
14913,995.12
14397,994.8199999999999
15814,994.09
17594,993.18
14019,991.01
14723,990.64
16766,989.0
14071,988.91
17348,987.76
17774,985.74
16012,984.87
14963,983.63
15108,983.5500000000001
17754,982.55
15050,982.29
14407,981.53
12951,979.12
15630,977.75
16553,977.24
12885,977.22
16370,977.21
13521,976.92
13761,974.65
16639,974.01
16049,973.99
16398,972.95
13110,971.22
12546,969.58
13232,969.3100000000001
17175,968.98
16295,967.26
14138,965.8800000000001
17058,965.54
14434,964.8000000000001
14649,964.26
14817,962.08
12828,961.96
13330,961.38
18287,960.76
17042,959.68
12457,958.93
17277,958.0500000000001
14561,957.37
13611,956.76
13931,956.13
15953,955.93
17158,954.77
17041,954.57
12764,952.88
17609,952.1899999999999
12488,952.1600000000001
12775,952.14
17350,952.0
12494,951.75
17800,951.36
14293,951.1600000000001
18016,949.6
15737,948.85
17100,948.34
13138,946.49
14487,946.3299999999999
15605,944.5300000000001
15730,943.91
13491,943.34
15978,942.58
18130,941.16
14267,940.44
16681,939.64
14655,939.2800000000001
12372,938.34
14214,938.14
14078,936.7199999999999
13396,936.69
16842,935.49
16807,934.6899999999999
16350,932.7
15948,931.84
14857,931.17
14507,928.78
15745,928.5400000000001
14948,927.11
12611,924.52
12820,923.62
16918,923.52
12724,923.41
17727,923.35
16320,922.64
16637,921.76
15145,921.73
17126,917.16
14233,916.9200000000001
13744,916.26
17242,915.04
18221,913.82
14140,913.18
12716,912.91
16520,912.72
15062,912.38
18144,912.1500000000001
12936,911.9
15436,911.15
16188,910.87
12710,909.8199999999999
12630,905.08
17894,904.49
14383,903.67
15449,903.26
17323,903.12
14141,902.38
17828,902.02
17410,900.27
14446,899.22
14856,899.09
17203,899.04
16533,896.97
18143,895.8100000000001
17679,892.86
15227,891.78
13038,891.46
18189,891.34
14410,886.72
16175,885.09
18173,884.98
16801,884.03
17047,882.9
16809,882.59
14898,881.02
17669,880.52
12997,880.09
16987,879.6
14775,879.42
13064,879.22
12358,878.22
14161,878.02
17289,877.57
12590,877.26
14591,876.86
14035,876.07
14409,875.4200000000001
16513,874.59
17731,871.06
13235,870.57
16013,869.9
13979,869.87
12769,869.4
13564,868.59
13630,866.94
15255,865.35
15478,862.19
17720,860.54
13467,860.01
14577,859.71
17552,859.27
13192,859.14
17961,858.24
15421,856.94
16572,855.55
13719,855.41
16200,854.4200000000001
12752,854.12
15306,854.02
18168,853.78
14449,852.55
16085,852.4
16070,852.15
14712,851.73
13610,850.48
16094,847.93
15722,847.4200000000001
15253,847.29
13566,846.89
12609,846.11
13501,844.72
15312,843.25
13155,843.0600000000001
15712,842.9
15270,842.0500000000001
13117,840.7
12878,839.09
16728,838.78
12646,838.16
15500,837.13
16229,836.6
14540,836.51
13363,834.89
13376,834.3100000000001
15939,834.16
15434,833.86
13515,833.82
12857,831.15
15329,830.95
12534,828.73
14001,828.0
14584,825.76
15088,825.52
15069,825.48
15716,824.64
15004,823.21
14352,821.76
15832,821.49
13122,821.1
17724,820.2
14083,820.1
18237,819.5699999999999
13934,818.65
18236,818.64
13246,818.53
17027,818.26
16800,817.98
16121,817.51
17585,816.77
13429,816.69
17320,815.88
13431,814.8
16644,813.88
17109,812.95
16108,811.58
16899,811.56
17646,810.7900000000001
13591,809.58
16880,809.37
14971,808.7
16389,807.51
15057,807.0
16714,806.41
13743,805.1999999999999
15835,802.09
17002,801.3
15608,800.16
17097,799.72
14346,799.46
14583,799.4
14359,799.08
17703,798.74
13203,798.68
15807,798.1
17288,797.35
15095,796.74
13681,796.0300000000001
16232,795.88
12794,795.51
17054,795.28
16086,794.0600000000001
13549,793.85
15707,793.76
14231,793.26
14389,792.94
15996,792.23
15132,791.69
14931,790.88
14875,788.1500000000001
17236,787.58
16394,786.44
16934,786.38
14064,783.75
12994,782.52
17649,781.49
14920,780.25
12514,779.68
14573,778.7
17537,777.16
12717,774.03
17566,773.87
13151,773.27
16877,772.77
17048,772.25
17096,771.84
17584,771.7
15076,771.3
15508,771.13
17921,769.38
15399,768.97
14499,768.74
18136,767.33
17829,765.34
12599,764.38
14428,764.04
13782,763.42
13109,763.2
15156,762.39
18228,760.0
16284,759.84
15164,759.08
14229,757.8
14533,757.44
15907,756.47
16657,756.46
15860,754.76
17405,754.26
13655,753.22
12653,752.81
13336,752.8000000000001
16092,752.5600000000001
15787,752.56
16416,752.3
15965,752.0
17169,751.76
15239,749.67
13692,749.64
16900,748.95
12550,748.88
16438,748.6
17018,748.5
17624,747.43
15238,747.23
15489,746.39
14050,746.36
14739,745.38
14240,745.14
16209,744.28
12642,743.77
12822,743.28
16554,742.8
16950,741.3000000000001
15252,740.78
15618,739.951
16980,738.51
15506,738.21
14256,738.0600000000001
15022,737.67
14815,737.22
14193,737.15
12680,736.97
14223,736.5600000000001
12379,736.44
13032,735.93
15074,735.67
12912,735.66
15841,735.0
17470,734.41
12446,734.36
13637,733.8
16907,733.21
13846,733.16
15341,732.96
14514,732.3
12652,732.28
15644,732.09
16099,731.9
17704,729.99
17809,729.45
13492,729.24
12399,729.15
15813,728.86
14421,728.61
14075,728.54
17311,727.84
14883,727.75
14862,727.62
13282,726.94
13294,726.39
12722,726.1
16460,726.0
18096,724.54
15568,724.39
16494,723.93
13280,723.45
14631,722.9200000000001
12713,722.85
16184,722.58
16376,721.59
12541,721.38
13991,720.84
13636,720.83
17214,720.07
12849,719.5
15838,717.84
15799,715.04
15706,714.16
15464,713.25
13752,712.84
16152,712.46
17527,712.4200000000001
15855,712.24
14758,711.82
14824,711.71
16361,711.36
13753,710.66
13867,709.54
13016,709.34
18073,707.6
17930,707.4
14657,707.37
12453,707.09
16020,707.01
14234,706.92
14488,706.18
17006,703.9300000000001
12424,703.72
17924,703.38
14676,702.12
17179,701.84
15066,701.79
13389,700.66
13538,699.45
18192,698.82
12545,698.8
14306,697.88
13476,697.67
16367,696.76
17287,694.46
13037,693.37
17621,692.9
13835,692.37
14778,691.0600000000001
13583,691.05
15679,690.98
16869,690.79
18085,689.95
15289,689.46
12815,687.66
14715,687.23
13882,686.34
16270,685.99
13720,685.8
13354,684.91
17521,684.59
14623,683.62
15898,683.53
13823,683.36
16770,683.0500000000001
14475,683.01
14154,682.92
12354,682.69
14081,682.15
15274,681.77
16924,681.39
17064,681.3000000000001
12619,681.02
17764,679.35
16164,678.54
12691,678.2
14442,677.47
13040,676.99
17819,676.81
12697,676.71
15611,676.71
17007,675.91
18171,675.6800000000001
15364,675.59
15414,675.45
16037,675.4200000000001
16584,675.38
16949,674.72
13575,674.5699999999999
15757,672.88
14897,672.58
13956,671.39
15806,671.22
15211,670.9100000000001
13261,670.5
13884,670.45
15952,670.0400000000001
14625,668.48
16221,668.08
16309,666.77
13314,666.69
17004,665.64
12628,665.46
16511,665.33
16009,665.1600000000001
16470,664.9
13339,664.42
17759,664.21
13601,663.08
15582,663.01
13509,662.6800000000001
17180,661.06
13455,660.19
16362,659.3000000000001
16600,658.1
12462,657.8
15862,657.29
16127,656.25
17472,656.14
17425,655.97
12612,654.0
15599,653.6899999999999
16214,653.45
13350,652.77
15407,652.74
16560,652.66
12701,652.45
17516,651.71
17974,651.1
12572,650.87
14829,650.83
14550,650.77
13799,649.06
13940,648.5600000000001
13662,647.0600000000001
14009,646.8100000000001
13639,646.34
12422,645.3100000000001
14224,645.21
17522,645.2
17618,644.63
17797,644.63
16103,644.6
12924,644.2
16759,643.1
12847,640.24
12679,639.86
18156,639.19
13077,637.21
12925,636.13
17135,635.77
17642,635.49
16139,635.41
14261,633.79
17502,633.36
15977,633.32
17381,632.31
15747,631.09
17411,630.7
14923,629.6
17777,629.11
16730,627.87
13034,627.82
15822,627.02
14451,626.9
14128,625.0
15297,624.94
12434,624.84
13819,624.75
17075,624.52
14976,624.0600000000001
17373,623.07
12657,623.0
14770,622.37
12465,621.49
16222,620.7
16347,620.58
15110,620.4
12510,620.05
17402,619.91
15602,619.7
14113,619.02
15192,618.6
16491,617.84
17033,617.76
